review,sentiment
"Leslie Sands' stilted play ""Deadlock"" becomes a poor-choice vehicle for Bette Davis and Gary Merrill, just after their joint-success in ""All About Eve"". After killing her spouse, a scheming woman is visited by her husband's best friend, who passes himself off as her husband once others begin stopping by the house. Irving Rapper, one of Bette's best directors from her peak years, is sadly unable to elevate this ridiculous material, in which Davis is curiously aloof and restrained until the outrageous finale (where she thankfully pulls out all the stops). Production and supporting cast strictly second-rate; only for Bette Davis completists. *1/2 from ****",0
"This film definitely gets a thumbs up from me. It's witty jokes and even it's occasional stereotypical and derogatory views on Eastern European people had me in stitches throughout most of the film. It's plot is clever and 100% original and will have you guessing throughout the entire film. The one person I was most impressed with in this film was Hilary Duff. It's plain and simple to see that she has taken a leap of faith stepped outside of the 'chick-flick' genre she's used to. Her accent is excellent and her acting performance was surprisingly crisp and well-executed. It is the best performance I have ever seen from Hilary, and I have seen most of her films. Her character, Yonica Babyyeah is described as 'The Britney Spears of Eastern Europe' and this is seen in some of her mannerisms and the song, 'I want to blow you... ... ... up'. You also feel sorry for her, as her performance really grasps you, Yonica is a very complex and confused character. Joan Cusack had me laughing throughout the whole film with her sometimes slapstick humour, but also her facial expressions and so on. John Cusack's witty dialogue will probably make you chuckle throughout. I strongly recommend this film.",1
"I see where a few people involved in this debacle wrote reviews to share their side of the story, and I thought what they wrote was helpful in understanding it. The fact that they basically came up with excuses -- rewrites, budget constraints, production formats etc -- simply underlines how bad this movie is. And my criticisms in panning it are not personally directed but simply a warning that this one doesn't make the cut.<br /><br />It's watchable, but barely so. There are plot holes in every corner, the dialogue borders on the ridiculous, and the ending is telegraphed a mile away. The modestly interesting feature of a hologram interacting with a recon team get drowned in silly dialogue like who makes a meal in the midst of what is supposed to be a tense and deadly encounter with an unknown enemy. Would ya wrassle us up some Hamburger Helper Sally, between us getting killed by these automated carpet sweepers? Apparently this elite team equipped with the latest gizmos and red plastic tubed wonder armor has no access to MREs. Once they get into the last rooms they treat the place more like a four star motel than a deadly encounter zone.<br /><br />The rationale for the encounter with the fearsome Rook is that it can't be killed single handedly. Yet only one scene ago, the hero making that case abandoned King to do exactly that. Huh? Vivian Woo was attractive and hands down the best acted character in the movie. But that's not saying much.",0
"I loved this movie. The scenery was breathtaking, the plot had some nice twists and turns, and the characters were well rounded. On two fronts, however, ""Rob Roy"" scored far above average. First, I have rarely seen a ""popular"" film in which the quality of dialogue was so high. There were many verbal slashes and thrusts to accompany the brilliantly choreographed swordplay. I could give numerous examples, but why should I? Just watch the film. Second, this movie understood a principle rarely acknowledged any more. For a drama to succeed, it needs not only a hero, but a really believable villain. If you don't have one, there's not much joy in rooting for the good guys. And ""Rob Roy"" has not one, but three--the Earl of Montrose, his henchman Kilairn, and Archie. Not one-dimensional villains, either, but fully fleshed and very nasty. It takes a bit more patience than ""Braveheart""--there's more dialogue, and the accents are a bit tough, but it's a much more clever and subtle piece. (As I said, I loved this movie!)",1
"It is not known whether Marilyn Monroe ever met and spoke with Albert Einstein (and since the mysterious disappearance of her diary after her equally mysterious death, we may never know), but in their lifetime the opportunity was there.<br /><br />Scripted by Terry Johnson from his own play, Nicolas Roeg's Insignificance imagines an encounter in a New York hotel room one night in 1953 between the two icons plus Joe DiMaggio (Busey), and Senator Joseph McCarthy (Curtis) - but only on one level. On another level, it elevates - or reduces - these 'personalities' (and what a lousy phrase that is) to mere avatars (the characters are deliberately unnamed), at once greater and lesser in status.<br /><br />The title Insignificance is both apposite and deeply ironic; here, DiMaggio's net worth has been reduced to little more than a picture on a bubblegum card. Monroe too is reduced to her constituent parts of dress, hair, lipstick, wiggle and voice. By uncovering their insecurities and reversing their roles, the film brings into sharp focus received notions of celebrity, exploding the cult of personality.<br /><br />Furthering the theme, there will be another explosion at the film's climax: Hiroshima in a hotel suite, in which 'The Actress' is burned to a cinder in seconds; a literal deconstruction of fame. Goodbye, Norma Jean. History informs the script, which in turn, shakes history upside down. As Roeg mused after watching Johnson's play for the first time, ""These characters were mythic, not invented by any single person, not the public or the press, probably not even by the characters themselves."" As played by Theresa Russell, Marilyn (a closet intellectual in real life), lectures a childlike Einstein ('The Professor', played by Emil) on the theory of relativity using balloons and a flashlight, while getting The Professor to show off his legs, in conscious parody of her own role in The Seven-Year Itch, the movie The Actress is seen to be working on in the film's opening.<br /><br />History records that Monroe's then-husband, fading baseball star DiMaggio (played by Busey as a tenderly psychotic simpleton), was unhappy about her iconic dress-splaying scene in the film, precipitating their break-up. Right on cue, we discover the jealous 'Ballplayer' in a bar, bemoaning the fact that if, ""I want to see her underwear, I just walk down to the corner like all the other guys"".<br /><br />In contrast to The Professor, The Ballplayer believes the universe is round - a contention shared by Native Americans. But the Big Chief (Sampson, of One Flew Over The Cuckoo's Nest fame) who operates the Roosevelt Hotel's elevator has been all but disenfranchised from his own culture: ""I no longer Cherokee - I watch TV."" Meanwhile, 'The Senator' is investigating The Professor, who is on the eve of delivering a pacifist speech to the United Nations, but whom The Senator suspects is a Red. In fact, as he divulges to Monroe, Einstein is wracked with guilt over Hiroshima, and what the white heat future holds. Yet in a seemingly godless universe, all such worries and aspirations are rendered insignificant in the light of a higher (atomic) power.<br /><br />Roeg really is the perfect director to bring Johnson's stage play to the screen. Throughout, tortured childhood flashbacks and pessimistic flash-forwards (ka-boom!) draw unexpected connections between time, place and circumstance, with the repeated visual motif of a wristwatch employed to mark time's passing - but perhaps also to suggest all time is one time; each moment co-existing. As evinced by his back catalogue, it's something of a hobbyhorse for a director enchanted with the notion of synchronicity - see Don't Look Now in particular. Here, 1920 bleeds into 1945 and drip-feeds into the 1980s, a period in which another 'Actor' has taken on his greatest role as the President of the United States.<br /><br />If all this sounds rather heavy going (quantum physics is surely involved), the execution is anything but, owing to Johnson's witty, zippy screenplay, Roeg's playful direction, opening out an essentially stagey set-up - and the cast themselves, who are on stellar form. Tony Curtis especially leaves denture marks in the wood panelling as the paranoid, impotent Senator, who is seen attempting congress with a Monroe impersonator (a real one, as opposed to Russell's), before being let down by his dwindling member.<br /><br />Of course, Curtis once co-starred with the real Marilyn Monroe in Some Like It Hot, and whose embrace he memorably described as like ""kissing Hitler"". As Roeg commented, ""Everything suddenly seemed connected... when the film began to take shape even the actors themselves seemed part of this endless linking."" It all goes into the pot, to be boiled down and served up in new and fascinating ways.",1
"Where can I begin. I heard this movie was coming out and I was very mad. I am a huge fan of the original Carlito's Way and when I heard about this, I thought it would be just like almost all the other sequels that come out in Hollywood. I thought it would be bad. Boy was I wrong, this movie was much worse than I expected. Not saying all sequels are bad, but thats the problem with Hollywood these days, they make too many sequels and remakes and rush them. This was not a theater release, it is a DVD release. Still, in my opinion, there was no reason at all for this to be made. After I heard about this film was in progress, I then later heard Pacino was not in it. That right away killed any chance this movie had of being good. Why did I check this movie out then some of you may ask? Well I had the opportunity to see it so I did. I don't only watch movies that I have high expectations of, I had low expectations on this one obviously. I just wanted to see if it would have anything relevant in it. Now, if any of you reading this are a Carlito's Way fan, you know a lot of the story in the first one has to do with him going to jail.<br /><br />*VERY MINOR SPOILER* I wont ruin anything, because this may actually make you not want to waste 2 hours watching this trash. All I will say is- in the end of Carlito's Way 2, we don't see Carlito go to jail. Now, I don't know about any of you, but I would have thought a prequel to Carlitos Way would show how he ended up in jail. I even had some interest in actually seeing what happened.<br /><br />Now, thats not my only problem with the film. The actor who played Carlito did not do too bad a job, but he could not have saved this film if he tried. There's not even all those little things that should be thrown in there that Carlito's Way fans would like. You don't see any appearance of Kleinfeld or other key characters in the first one, I would have liked to see something like that. What is even worse, is Luis Guzman is in this film, yet he doesn't play the same character he plays in the first film. Big mistake on their part, why cast the same actor for a different character, it made the movie worse than it already was.<br /><br />Bottom line, I am a Carlito's Way fan, this new straight to DVD release is a disgrace. If you are a fan, don't watch this movie coming in with high expectations. This movie did basically nothing for me, and it is definitely one movie I wont be picking up on DVD, or watching ever again.",0
"Come on Tina Fey you can do better then this. As soon as the movie started i knew how it would end. Sure it was funny at times. Even laugh out loud funny. But there isn't enough laughs to save this movie. I don't recommend buying this. At the most i recommend renting it but thats all. Baby Mama has some funny scenes but is predictable and fails to have the heartwarming ending it strives for.<br /><br />Tina Fey and Amy Poalher made a good team. Mean Girls is one of my favorite movies. Tina Fey and Amy Poalher both did great in that and they do good in this. But this isn't there best. Baby Mama had a great supporting cast. Dane Cook, Sigourney Weaver and Steve Martin add to the casts greatness.<br /><br />Another pregnancy movie has hit the cinema world. After the great Knocked Up and Juno, Baby Mama looks very average when compared. Knocked Up and Juno are Hilarious, Heartwarming and have endings that leave you with a smile on your face. Baby Mama's ending was unfunny and dull.<br /><br />Baby Mama wasn't the best comedy of the year and it doesn't try to be. I recommend it but don't expect it to be totally hilarious. Expect a average comedy that doesn't give the big emotional ending it tries to have. I give Baby Mama.....<br /><br />4/10",0
"The key to the joy and beauty, the pain and sadness of life is our ability to accept that life basically is what it is so we don't constantly struggle against that single compelling truth. In so doing, we find peace. Elegant in its simplicity but so hard for most of us to grasp.<br /><br />In this film, the director shows us this truth but allows us to discover it in our own way. This is a beautiful yet simple story, more of a fable, which is played very well. Watching the actors is more like being in a room with real people than it is just watching actors.<br /><br />I struggled with how to write a review of this fine film so others would be motivated to see it. I'm at a loss. The story is about men in a bath house. Sounds like a real turn off, right? But, nothing could be farther from the truth. The American title for this film is The Shower but that is almost an antithesis to a major thematic element in this film, which is the bath. I'm still at a loss. Talking about the story or the characters will not do them justice.<br /><br />So, I'll just tell you how much I enjoyed watching this movie and how touching and moving the experience was. I was also quite entertained. I cared deeply for the characters and I cared deeply about what happened to them. For any story, that is the highest form of praise.<br /><br />If you were moved by movies like The King Of Masks or Not One Less, then make sure you see The Shower. Netflix has it and the DVD video and sound quality are excellent. I watched it in the original lanquage with well done and well placed English subs.<br /><br />",1
"This film is the best film Jim Carrey has ever made. Carrey did not have his usual face making stuff in this film. He was both funny and sad. Carrey played a reporter named Bruce Nolan. Nolan blames God(Morgan Freeman) for everything that goes wrong in his life. Then, God comes down from heaven and gives Bruce his powers. As I said before, Carrey did an excellent job. I also thought that Morgan Freeman and Jennifer Aniston were great as supporting actor/actress. The plot was good because it had many subpoints in the main point. This movie can be funny(Bruce's dog) as well as sad(the ""break-up""). The script worked well, too. I am glad they made a sequel to this film. I rate this film a 9/10.",1
"Chesty gringo Telly Savalas (as Frank Cooper) is a US-Mexico ""Border Cop"". He serves as a father figure to young immigrant Danny De La Paz (as Benny Romero), who wants Mr. Savalas to be best man at his impending wedding. Savalas is tough, but boss Eddie Albert (as Commander Moffat) may be tougher. Tough is what you need to stop smuggler Michael V. Gazzo (as Chico Suarez). Alliances may be in flux.<br /><br />If you find the possibility of hearing ""Kojak"" and ""Oliver Douglas"" uttering expletives to be repulsive, you ought to steer clear of ""The Border"". If not, you may not have the stomach for the ""realistic"" cow slaughtering scene. Although it doesn't end up being worth much, Mr. De La Paz and Cecilia Camacho (as Leina) steal the show. <br /><br />** The Border (1979) Tony Richardson ~ Telly Savalas, Danny De La Paz, Eddie Albert",0
"I was particularly moved by the understated courage and integrity of l'Anglaise, in this beautifully acted, intellectually and visually compelling film. Thank you so much, Monsieur le directeur Rohmer.",1
"There are only two movies I would give a 1/10 to, this stinker and ""The Man who Fell to Earth."" I remember seeing Protocol at a theater in the early 80s when I was in high school. The script is insulting to anyone (including a high school student's) intelligence. It completely lost me with the ""hillarious"" gag of someone getting shot in the butt. Goldie Hawn is supposed to be charming but comes across as vapid and moronic. Then there are offensive stereotypes about Arabs, followed by Goldie winning over everyone by spouting populist dribble. The acting was terrible, including Goldie Hawn's. I could not stand to see another movie she was in until IMO she redeemed herself in Everyone Says I Love You. This is the kind of movie you make if you want to put no effort into screenplay writing. The worst.",0
I for one was glad to see Jim Carrey in a film where being over the top wasn't the goal. His character is like all of us. Wanting more - better things to happen to us and expecting God to deliver.<br /><br />Morgan Freeman made a great God. With a sense of humor and a genuine sense of love for each of us yet ready to take a little vacation when the opportunity presents itself.<br /><br />I thought Jennifer Aniston's character was a little too vulnerable and understanding towards Carry's basically self-centered TV anchorman wanna-be but that's the way it was written.<br /><br />I think the previews ruined several potentially very funny scenes because everyone who saw them knew what was coming before it happened.<br /><br />I have read a number of the reviews and it seems some people are looking a little too deep. This is a summer comedy and is not meant to solve the problems of the world although there are a few messages we could all take to heart.<br /><br />A funny film.,1
"Skip McCoy is a three time loser pick pocket, unable to curb his instincts back on the street, he picks the purse of Candy on a subway train. What he doesn't realise is that Candy is carrying top secret microfilm, microfilm that is of high interest to many many organisations.<br /><br />Director Samuel Fuller has crafted an exceptional drama set amongst the seedy underworld of New York City. Communist spies and shady government operatives all blend together to make Pickup On South Street a riveting viewing from first minute to the last. Based around a Dwight Taylor story called Blaze Of Glory, Fuller enthused this adaptation with heavy set political agenda, something that many at the time felt was over done, but to only focus on its anti communist leanings is doing it a big disservice.<br /><br />Digging a little deeper and you find characters as intriguing as any that Fuller has directed, the main protagonist for one is the hero of the piece, a crook and a shallow human being, his heroics are not born out of love for his country, they are born out of his sheer stubborn streak. It's quite an achievement that Fuller has crafted one of the best anti heroes of the 50s, and i'm sure he was most grateful to the performance of Richard Widmark as McCoy, all grin and icy cold heart, his interplay with the wonderful Jean Peters as Candy is excellent, and is the films heart. However it is the Oscar nominated Thelma Ritter who takes the acting honours, her Moe is strong and as seedy as the surrounding characters, but there is a tired warmth to her that Ritter conveys majestically.<br /><br />It's a B movie in texture but an A film in execution, Pickup On South Street is a real classy and entertaining film that is the best of its most intriguing director. 9/10",1
"This is a rather dull movie about a scientist that creates a teleporter device and gets horribly disfigured when he uses the machine to transport himself. Simple plot done before in the fly and others. Not only does he get disfigured, but he also can electrocute people with a touch. What is really dumb about this film is that we are expected to believe the place this guy works is against him. He could probably make millions for the institution that he is working at, but the head of the institution tries to sabotage his teleporter every step of the way. In the end the projected man electrocutes three people for no reason then goes after those that have wronged him.",0
"PUT THE CAMERA ON ME is a deceptively cute film. It is actually a complex glimpse at the psychology of children and offers interesting insights into the development of adults and an artist. On the surface this is a nostalgic look at some home movies made in the 80's by a group of upper class neighborhood kids. One of the film's directors, Darren Stein, had access to a video camera and quickly took over as the artistic leader for all of the movies. Sure, these are just some cute kids having fun. But, this is also much more. This is a look into some moments in time as children grapple with a number of confusing issues that all of us face in life --- fear, sexual awakening, unrequited love, loneliness and just trying to make sense of the adult world which seems to explode all around us. As we get older we tend to forget how overwhlelming the realities of life were when we were little. <br /><br />What makes this film all the more valid is to watch a young Darren Stein turn into a little general of a filmmaker. It is clear that Darren is running this show and these little movies are his vision but they are all informed by his friends, their problems, the interpersonal dynamics and the general confusion regarding the horrors of adult life. A lot of children make home movies, but I've never heard of or seen children create ""little"" movies about the holocaust, homosexuality, nuclear war and the inability to fit in and make friends. These kids are confronting and dealing with some heavy stuff! <br /><br />The power of this film is the way Stein and Shell pull various scenes together so tightly with running interviews with the kids --- all now adults and all still friends. This adds a new angle to the film. How many of us have stayed in touch with our childhood friends? These guys have. And, many of the issues with which they were dealing are still running between them two decades later. <br /><br />Among the conflicts -- a confession of a crush reveals a heart still broken, a very normal childhood sexual experience continues to be a ""sticky"" subject between two of the men, some ongoing resentments over the dynamics of relationships and there is still a member of this team who remains very much in charge and in center stage! Which makes perfect sense as one watches these home movies progress over the course of a couple of years. Darren Stein is a director. No doubt about it. <br /><br />Stein and Shell take turns chatting with each other from time to time and one can't help but imagine the awkwardness of allowing us to peek into the young lives of these people. This is particularly true for Stein who has gone on to a great deal of success in the entertainment industry as a film producer, writer and director. From the first moment of PUT THE CAMERA ON ME we can see the emergence of a gay little boy trying to figure it all out. We also see sides of the artistic mind and personality that are not always ""nice"" or ""caring"" --- and, this is a bold move for any artist to share with an audience. <br /><br />There are so many revealing moments, but the most disturbing and complex moments involve a movie in which we see a Jewish concentration camp victim being tortured and killed by a Nazi. We discover thru interviews and narration that the Nazi is played by a Jewish child and the part of the victim is played by a gentile child. It is a painfully disturbing moment that glimpses into the darker side of fear and the way children work thru the horrors of the adult world that are beyond adult understanding much less that of a child. <br /><br />This is much more than some home movies. This documentary captures the pain, beauty, joy and sadness of growing up. Powerful stuff --- and well worth seeing! <br /><br />:",1
"In order to stop her homosexual friend Albert (Perry King) from being deported back to Belgium, Stella (Meg Foster) decides to marry him. The only other problem with that is that Stella herself is a lesbian. The two have their separate lives when one night after Albert's birthday party, they fall into bed and then into love. Later in the film after falling in love, Stella suspects Albert of cheating and shows up at his job one night late after closing. What she finds will leave the viewer stunned. This is a great film, very original. Perry King and Meg Foster are so good in their roles that it is amazing that they were not better recognized for their work here. Very controversial upon its release in 1978, the ""R"" rated film is now ""PG"" in this much more liberal time.<br /><br />Recently released on DVD, the disc contains a ""Making Of"" segment on the special features and in it it's stated that the film was based on an actual story so the viewers who say the film is not ""real"" are mistaken. Everyone is an individual and different people fall in love for different reasons-these are the issues explored in this wonderful film for everyone who has ever loved!",1
"A great slasher movie -- too bad it was the producers and not part of the script. Basic plot summary - man with redhead fetish goes invites such women to his flat only to go into some kind of freakish coma and proceeds in offing them to various degrees of success. Only the cutting crew behind the scenes must have thought the movie was as ad as I did and chopped the heck out of the movie. Nothing flows, you get lost on which redhead he is with at the time (didn't he off that one earlier??), and most of the time it looks like the camera man passed out and resumed filming when he awoke. Not that I can blame him I passed out 2-3 times and had to rewind and resume to try to regain what little plot that does exist. Warning when you see the ending DO NOT try to connect it with anything that happens before -- you will just get an aneurysm. Not worth the time, effort, or God forbid money. Only reason to get a 2 instead of a 1 - the slim chance that the hacking occurred between film release and the horrible version that I watched.",0
"I first saw Ice Age in the Subiaco Cinemas when it came out, back in '02. I was only 13 at the time, but even then I liked it. It had some sort of warmth.<br /><br />We've had it on video for a number of years now and no matter how many times you watch it, it never gets boring. This is because of the one element which makes it different from all of the other 3D animations made at the time - The characters have no particular 'home' which they leave. They are nomads, and that's really refreshing and uplifting to watch.<br /><br />Also, each individual character on the surface, appear to be just putting up with each other, but they're really all good friends. As well, all of the characters have their own charms (even the bad guys). Sid the sloth is charming in his annoying, over-affectionate and naive sort of way. Manny is adorable in his depressed, reclusive character, and so on and so forth.<br /><br />Another great point about the movie is the beauty of the animation. All the environments and characters were modeled originally by clay, giving the film an artistic edge.<br /><br />Another aspect that adds to the feel of the movie, is that gender means very little. There are hardly any female characters, but you don't really realize that until after you watch it a few times and even then it has little effect on the way you view the film. Due to this, there's also no mention of a nuclear family which would really be pathetic in a setting like the ice age.<br /><br />All in all, Ice Age is a great movie and is proof on how much effort was put into 3d animations before Shrek 2 and The Incredibles came out.",1
"A very interesting entertainment, with the charm of the old movies. Tarzan faces the greatest perils without hesitation if the moment requires it, and we all enjoy with him his success.The most insteresting for me is a man without special powers facing the problems and beating them just with human skills (he was a great swimmer and had a great shout)",1
"How can someone NOT like this movie??? This movie is so good, that the first week I saw it on the shelf at the video store it was stolen....BEST Horror Movie Ever!!!....I mean he took the Carrot and he...well you know HAHAHA..How is that NOT funny? The only movie that comes close to touching this is Bride of Chucky and that was just great!!",1
"This, the direct-to-video death rattle of the Tremors series, features sixty inspired seconds (sawblade: you'll know it when you see it) and more tedium and filler than you can shake a stick at. Tremors 4 was obviously shot on a cripplingly low budget. That means they only had enough special effects mojo for three or four minutes of precious worm-on-human violence, tops. The lackluster, cliche-spouting cast and hackneyed writing ensure that the remaining hour and a half of the Tremors 4 experience feels at least fifteen thousand years long. Only hardcore Tremors fans will be able to sit through, much less enjoy this film. If you aren't among them- don't bother.",0
"I'm Italian and when I've recently looked again this film I astonished for its beauty: the first time I was 10 years old and I liked it, but today I can appreciate it with adult mind and feelings. Now I can understand it was a masterpiece of a special season of the Italian cinema (Pasolini etc.), by that time gone. <br /><br />The Hollywood epic films are good...for fun. Perhaps this 'Odyssey' had no English version because is not enough funny... not suitable for pop-corn and coke audience. However suitable for Homer pathos and existentialist reflections.<br /><br />In Italy was recently released a very good DVD version: INTEGRAL, with excellent colors. You can find it in some file sharing, but it's Italian only, and without subtitles. Too bad: also the dialogs and the voices of this film are remarkable.",1
"It's a real challenge to make a movie about a baby being devoured by wild canines and the mother being wrongly accused of murder funny but against all odds this one succeeds. Meryl Streep gives the performance of her life, melodramatic, overwrought but with that comic genius that keeps you laughing even as a mother struggles with the ultimate horror.<br /><br />If comedies about the infants being eaten by dogs are not your cup of tea you might be uncomfortable watching this and, yes, it is an odd choice of topic for a farce but really very little of the movie has anything to do with that as it focuses on giving Streep a showcase for her Aussie accent and facial contortions. <br /><br />Throwing in a slam at media bias and sensationalism and disregard for either the truth or ethics gives the movie the chance to make the daring point that those things are bad.",0
"Thank God! I didn't waste my money renting it but i downloaded it! This happens to be the worst movie i have ever seen in my whole life, f*****g visual effects, unnecessary gore and nudity! Far apart from other Zombie movies like Night of the Living Dead and others. There are lots of loop holes and mistakes in the movie. OK if you get time after reading this comment, please check out the director's(Ulli Lommel) profile. After seeing that i got a self explanation why the movie is like this, i mean every movie directed by Ulli Lommel gets a rating between 1 and 2. And now am not willing to search what kinda movies these are directed by him, but i can finish all this by saying one strong sentence. Even for fun or time pass or even at an extreme bored situation please DO NOT WATCH THIS MOVIE.",0
"... and I have seen some bad ones.<br /><br />I have nothing good to say about this movie. The acting is poor by Jennifer Tilly - as to be expected. Daryl Hannah does an OK job, but nothing close to being able to save this movie.<br /><br />The biggest flaw in this film is that the plot is so weak - though based on a good premise - that the writer resorted to the ""stupid heroine trick"" to create a contrived suspense. When all Daryl Hannah would have to do is hide, she runs out in front of her pursuer. The hospital scene is absurd. Without exposing too much of what passes for a plot, I think it would be difficult for a bloody petite woman to carry a pregnant from a hospital without being noticed. Lame. Very lame.<br /><br />Save yourself some time and pick out another flick.",0
"Robert Wagner is the evil boss of Digicron, a telecommunications company with a virus that kills people.<br /><br />'so you're saying that the software virus has become a real virus that can kill people - that may be medically possible but not possible from my system' <br /><br />'i'm having to write some new virus software of my own to trap it - it may take some time'<br /><br />'but it's not going after software, it's killing people'<br /><br />watch out for the 'i'm into virology' love moment and perhaps first ever film plot to feature death by braille keyboard",0
"18 directors had the same task: tell stories of love set in Paris. Naturally, some of them turned out better than others, but the whole mosaic is pretty charming - besides, wouldn't it be boring if all of them had the same vision of love? Here's how I rank the segments (that might change on a second viewing):<br /><br />1. ""Quartier Latin"", by Gérard Depardieu<br /><br />One of the greatest French actors ever directed my favourite segment, featuring the always stunning Gena Rowlands and Ben Gazzara. Witty and delightful.<br /><br />2. ""Tour Eiffel"", by Sylvain Chomet<br /><br />Cute, visually stunning (thanks to the director of ""The Triplets of Belleville"") story of a little boy whose parents are mimes;<br /><br />3. ""Tuileries"", by Ethan and Joel Coen<br /><br />The Coen Brothers + Steve Buscemi = Hilarious<br /><br />4. ""Parc Monceau"", by Alfonso Cuarón (""Y Tu Mamá También"", ""Children of Men""), feat. Nick Nolte and Ludivine Sagnier (funny);<br /><br />5. ""Place des Fêtes"", by Oliver Schmitz, feat. Seydou Boro and Aissa Maiga (touching);<br /><br />6. ""14th Arrondissement"", Alexander Payne's (""Election"", ""About Schmidt"") wonderful look for the pathetic side of life is present here, feat. the underrated character actress Margo Martindale (Hilary Swank's mother in ""Million Dollar Baby"") as a lonely, middle-aged American woman on vacation;<br /><br />7. ""Faubourg Saint-Denis"", Tom Tykwer's (""Run Lola Run"") frantic style works in the story of a young actress (Natalie Portman) and a blind guy (Melchior Beslon) who fall in love;<br /><br />8. ""Père-Lachaise"", by Wes Craven, feat. Emily Mortimer and Rufus Sewell (plus a curious cameo by Alexander Payne as...Oscar Wilde!);<br /><br />9. ""Loin du 16ème"", by Walter Salles and Daniela Thomas (simple but moving story from the talented Brazilian directors, feat. Catalina Sandino Moreno);<br /><br />10. ""Quartier des Enfants Rouges"", by Olivier Assayas (""Clean""), a sad story feat. the always fantastic Maggie Gyllenhaal;<br /><br />11. ""Le Marais"", by Gus Van Sant, feat. Gaspard Ulliel, Elias McConnell and Marianne Faithful (simple, but funny);<br /><br />12. ""Quartier de la Madeleine"", by Vincenzo Natali, feat. Elijah Wood and Olga Kurylenko;<br /><br />13. ""Quais de Seine"", by Gurinder Chadha;<br /><br />14. ""Place des Victoires"", by Nobuhiro Suwa, feat. Juliette Binoche and Willem Dafoe;<br /><br />15. ""Bastille"", by Isabel Coixet (fabulous director of the underrated ""My Life Without Me""), feat. Miranda Richardson, Sergio Castellitto, Javier Cámara and Leonor Watling;<br /><br />16. ""Pigalle"", by Richard LaGravenese, feat. Bob Hoskins and Fanny Ardant;<br /><br />17. ""Montmartre"", by and with Bruno Podalydès;<br /><br />18. ""Porte de Choisy"", by Christopher Doyle, with Barbet Schroeder (mostly known as the director of ""Barfly"", ""Reversal of Fortune"" and ""Single White Female"").<br /><br />I could classify some segments as brilliant and others as average (or even slightly boring), but not a single of them is plain bad. On the whole, I give ""Paris, Je t'Aime"" an 8.5/10 and recommend it for what it is: a lovely mosaic about love and other things in between.",1
"As much as I like Japanese movies this one didn't just cut it... A movie that is supposed to be about rebels and the survival of a royal blood line turned out to be a very slow paced movie with a doubtful plot.<br /><br />The photography is OK, though I've seen much better sword fight scenes in other Japanese movies, the fast cameras and the way they followed the characters didn't convince me at all. The soundtrack is so weak you don't even notice its presence.But worst of all was the way the plot evolved.I have to admit that, at some times, I had a hard time understanding who was who and what was going on...Anyway the platonic love between the main character and another one was completely unnecessary and seemed to come from a Hollywood influence.<br /><br />All in all, if your looking for an action Japanese movie this isn't it. Its very slow, with very few sword fight scenes and very sentimental... in a bad way...",0
"But the rest of us, who love a good sentimental and emotional story that is a lock to get you crying..enjoy! <br /><br />Tom Hulce is magnificent as Dominick, a mentally slow trashman who loves professional wrestling and his brother, Eugene, played by Ray Liotta, who is a doctor and who works very long hours. <br /><br />Due to Eugene's work schedule, Dominick is alone a lot of the time and tends to make questionable judgment calls. He really just wants to be a good boy, to do the right thing, and to make his brother proud of him. He stops in church to pray at one point and expresses his emotions so openly and so well that the character has you crying before the damn movie even gets really started. <br /><br />Not about to give anything away here, but the movie is extremely involving and sad and heartbreaking. Those unafraid of these things will have a field day with this beautiful story, its loving characters and a great song I cannot quote here, that has nothing to do with the movie at all but is strangely appropriate..but you hear it in a bar.<br /><br />I thought Tom Hulce would be nominated for this movie, since he was for 'Amadeus' I figured that might give him the inside track to actually winning. No such luck. Liotta is just as good but has less of an emotional impact, but then he does later on. All I can say about Jamie Lee Curtis is that she doesn't have much of a part here but it was nice of her to lend her name to a small drama set in Pittsburgh about two brothers who you will never forget.",1
